latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
45.1754488,-76.0168137,K0A 1B0,1,Farm,Detached,2018,2,3,20,2,,,"1,659,000"
45.1754488,-76.0168137,K0A 1B0,1,Farm,Detached,2018,2,3,20,2,,,"1,659,000"
45.411717,-75.6743933,K1S 0E5,56,Residential,Stacked,2018,2,3,1,0,,,"759,900"
45.4166412,-75.7052652,K1R 0C5,92,Residential,Apartment,2017,0,1,0,0,,,"299,000"
45.4124466,-75.7103979,K1R 7G5,86,Residential,Apartment,2017,1,1,1,1,,,"480,000"
45.4393629,-75.6777214,K1M 2K5,83,Residential,Apartment,2017,2,3,2,2,,,"949,900"
45.2896013,-75.7275715,K2J 6B4,47,Residential,Apartment,2017,3,2,2,0,,,"399,900"
45.4529593,-75.6851521,K1M 2J2,16,,Detached,2017,6,7,6,2,,,"5,000,000"
45.4199156,-75.6989661,K1P 0A6,97,Residential,Apartment,2016,0,1,0,0,,,"299,000"
45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2016,1,1,0,0,,,"399,500"
45.4199156,-75.6989661,K1P 0A6,97,Residential,Apartment,2016,0,1,0,0,,,"299,000"
45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2016,2,2,1,1,,,"549,900"
45.4132533,-75.7026618,K1R 0C5,92,Residential,Apartment,2016,1,1,0,0,,,"419,900"
45.4153695,-75.7037667,K1R 0C5,92,Residential,Apartment,2016,1,1,0,0,,,"424,900"
45.4153695,-75.7037667,K1R 0C5,92,Residential,Apartment,2016,1,1,1,1,,,"479,900"
45.4153695,-75.7037667,K1R 0C5,92,Residential,Apartment,2016,2,2,1,1,,,"660,000"
45.4164458,-75.7053001,K1R 0C5,92,Residential,Apartment,2016,1,1,1,1,,,"410,000"
45.4153695,-75.7037667,K1R 0C5,90,Residential,Apartment,2016,0,1,0,0,,,"274,900"
45.4018172,-75.7263782,K1Y 1P4,90,Residential,Apartment,2016,2,1,1,1,,,"535,000"
45.4131769,-75.6944235,K1S 5K3,86,Residential,Apartment,2016,1,2,1,1,,,"574,900"
45.3964181,-75.7434666,K1Z 0B1,81,Residential,Apartment,2016,2,2,1,1,,,"585,000"
45.4342726,-75.6915928,K1N 0C3,75,Residential,Apartment,2016,2,2,1,1,,,"476,000"
45.3724494,-75.7798211,K2A 3W9,53,Residential,Apartment,2016,1,1,0,0,,,"349,900"
45.372864,-75.6232838,K1G 4J1,33,Residential,Apartment,2016,2,2,2,1,,,"439,900"
45.372864,-75.6232838,K1G 4J1,33,Residential,Apartment,2016,2,2,1,1,,,"409,900"
45.2779124,-75.8390458,K2M 2T5,10,Residential,Detached,2016,4,3,3,1,,,"599,900"
45.4275212,-75.6869208,K1N 7J6,97,Residential,Apartment,2015,2,2,2,0,,,"1,049,900"
45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2015,1,1,1,1,,,"500,000"
45.4199156,-75.6989661,K1P 0C8,97,Residential,Apartment,2015,2,2,1,1,,,"562,000"
45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,0,1,0,0,,,"312,000"
45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,2,2,1,1,,,"680,000"
45.4275212,-75.6869208,K1N 0B6,96,Residential,Apartment,2015,1,1,1,1,,,"459,000"
45.4275212,-75.6869208,K1N 7J6,96,Residential,Apartment,2015,0,1,0,0,,,"315,000"
45.4271658,-75.6846348,K1N 0B4,95,Residential,Apartment,2015,2,2,1,1,,,"369,900"
45.4119734,-75.6924872,K2P 1A4,94,Residential,Apartment,2015,0,1,0,0,,,"308,000"
45.4114596,-75.6985679,K1R 5E6,92,Residential,Apartment,2015,0,1,0,0,,,"288,800"
45.4113946,-75.6989499,K1R 0C1,92,Residential,Apartment,2015,2,2,1,1,,,"649,900"
45.4116462,-75.6989693,K1R 5E6,92,Residential,Apartment,2015,1,1,0,0,,,"324,900"
45.414277,-75.701195,K1R 0C1,92,Residential,Apartment,2015,1,1,0,0,,,"345,000"
45.4159256,-75.7028331,K1R 0C1,92,Residential,Apartment,2015,1,1,0,0,,,"285,000"
45.4159256,-75.7028331,K1R 5E6,92,Residential,Apartment,2015,1,1,0,0,,,"379,900"
45.4199399,-75.7000786,K1S 3W9,86,Residential,Apartment,2015,2,3,2,2,,,"1,500,000"
45.4176326,-75.708778,K1R 0B3,84,Residential,Apartment,2015,1,1,1,0,,,"469,900"
45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,2,2,1,1,,,"725,000"
45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,1,1,0,0,,,"409,900"
45.4176326,-75.708778,K1R 0B3,81,Residential,Apartment,2015,2,3,1,1,,,"1,220,000"
45.3908219,-75.756821,K1Z 0B2,81,Residential,Apartment,2015,1,1,1,1,,,"429,900"
45.3860207,-75.7647877,K1Z 0B2,81,Residential,Apartment,2015,1,2,1,1,,,"424,900"
45.3985318,-75.7109861,K1S 5V3,79,Residential,Apartment,2015,1,1,0,0,,,"344,900"
45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,2,2,2,2,,,"549,000"
45.3986044,-75.7111356,K1S 4P4,79,Residential,Apartment,2015,3,2,1,1,,,"525,000"
45.3986044,-75.7111356,K1S 4P4,79,Residential,Apartment,2015,1,1,1,1,,,"338,500"
45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,1,1,0,0,,,"359,900"
45.3986044,-75.7111356,K1S 2E8,79,Residential,Apartment,2015,2,2,2,2,,,"523,000"
45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,1,1,1,1,,,"369,777"
45.3986044,-75.7111356,K1S 5V3,79,Residential,Apartment,2015,2,2,2,2,,,"985,000"
45.397546,-75.6846857,K1S 5K3,73,Residential,Apartment,2015,2,3,2,2,,,"1,900,000"
45.3750362,-75.6663258,K1S 5K3,71,Residential,Apartment,2015,2,3,2,2,,,"2,975,000"
45.397546,-75.6846857,K1S 5K3,71,Residential,Apartment,2015,2,3,4,4,,,"1,800,000"
45.3686936,-75.6648695,K1V 2P7,69,Residential,Apartment,2015,2,2,1,1,,,"439,900"
45.4169111,-75.7129526,K1R 0B8,62,Residential,Apartment,2015,1,1,0,0,,,"349,900"
45.4178081,-75.7085801,K1R 0B3,81,Residential,Row Unit,2015,2,4,2,2,,,"1,450,000"
45.4159256,-75.7028331,K1R 0C1,96,Residential,,2015,0,,1,1,,,"39,900"
45.4189118,-75.693733,K2P 1P7,98,Residential,Apartment,2014,1,1,1,1,,,"529,900"
45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,1,1,1,1,,,"489,900"
45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,2,2,1,1,,,"649,900"
45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,1,1,1,1,,,"445,000"
45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,2,3,2,2,,,"1,985,000"
45.4189118,-75.693733,K2P 1P7,97,Residential,Apartment,2014,1,1,1,1,,,"475,000"
45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2014,2,2,0,0,,,"445,000"
45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,1,1,1,1,,,"519,000"
45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,1,1,1,1,,,"519,000"
45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,2,2,2,2,,,"1,060,000"
45.4259798,-75.6837471,K1N 7M9,95,Residential,Apartment,2014,1,2,0,0,,,"379,900"
45.4273102,-75.6848316,K1N 0B2,94,Residential,Apartment,2014,1,2,0,0,,,"409,000"
45.4124411,-75.6907544,K2P 1A9,94,Residential,Apartment,2014,1,1,1,1,,,"399,900"
45.4113856,-75.6928038,K2P 1A9,94,Residential,Apartment,2014,1,2,1,1,,,"465,000"
45.4101166,-75.6959346,K2P 1A9,94,Residential,Apartment,2014,0,1,0,0,,,"305,000"
45.3997497,-75.6860095,K1S 5J5,88,Residential,Apartment,2014,1,1,1,1,,,"589,900"
45.3964181,-75.7434666,K1Z 0B1,81,Residential,Apartment,2014,1,1,1,1,,,"429,900"
45.3997497,-75.6860095,K1S 5J5,73,Residential,Apartment,2014,2,2,1,1,,,"949,000"
45.4165077,-75.7123896,K1R 0A8,67,Residential,Apartment,2014,2,2,0,0,,,"485,000"
45.3141326,-75.9376287,K2T 0J7,6,Residential,Apartment,2014,2,2,1,1,,,"420,000"
45.2537849,-75.7354865,K2J 5X6,3,Residential,Stacked,2014,2,3,2,0,,,"299,900"
45.4189118,-75.693733,K2P 1P7,97,Residential,,2014,0,,1,1,,,"50,000"
45.4180724,-75.6937028,K2P 0E2,98,Residential,Apartment,2013,1,1,0,0,,,"325,000"
45.4277362,-75.6856101,K1N 6B1,97,Residential,Apartment,2013,2,2,1,1,,,"545,000"
45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,,,"319,900"
45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,,,"349,000"
45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,,,"389,900"
45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,,,"379,900"
45.4168492,-75.6965829,K2P 0E2,97,Residential,Apartment,2013,2,2,1,1,,,"435,000"
45.4168321,-75.6966237,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,,,"339,000"
45.4171252,-75.6970296,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,,,"343,000"
45.415834,-75.7000674,K2P 0E2,97,Residential,Apartment,2013,1,1,1,1,,,"369,900"
45.4158447,-75.7000762,K2P 0E2,97,Residential,Apartment,2013,2,2,1,1,,,"468,000"
45.4143564,-75.7028332,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,,,"325,000"
45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,1,1,,,"409,900"
45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,1,1,,,"459,900"
45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2013,1,1,0,0,,,"379,900"
45.4113856,-75.6928038,K2P 1A9,94,Residential,Apartment,2013,1,1,1,1,,,"439,900"
45.3964741,-75.7449689,K1Z 0A8,82,Residential,Apartment,2013,1,1,1,1,,,"409,900"
45.3983203,-75.711752,K1S 4P4,80,Residential,Apartment,2013,1,1,0,0,,,"369,900"
45.3983203,-75.711752,K1S 4P4,79,Residential,Apartment,2013,1,1,1,1,,,"434,900"
45.4538842,-75.484218,K4A 0X7,65,Residential,Apartment,2013,2,2,1,0,,,"329,900"
45.2899902,-75.7519907,K2J 2J1,50,Residential,Apartment,2013,2,2,2,2,,,"349,900"
45.4310173,-75.5101537,K1W 0G3,1,Residential,Stacked,2013,2,2,1,0,,,"392,000"
45.4288758,-75.6831332,K1N 6B1,95,Residential,Apartment,2012,1,1,0,0,,,"439,000"
45.4277362,-75.6856101,K1N 6B1,95,Residential,Apartment,2012,1,1,0,0,,,"375,000"
45.4276512,-75.6859629,K1N 6B1,95,Residential,Apartment,2012,2,2,0,0,,,"450,000"
45.4144914,-75.688008,K2P 0R4,94,Residential,Apartment,2012,1,1,0,0,,,"344,900"
45.4132769,-75.6912769,K2P 0R4,94,Residential,Apartment,2012,1,1,0,0,,,"360,000"
45.4302203,-75.6940897,K1N 5K3,94,Residential,Apartment,2012,2,1,0,0,,,"424,900"
45.4302203,-75.6940897,K1N 5K3,93,Residential,Apartment,2012,1,1,0,0,,,"359,000"
45.4302203,-75.6940897,K1N 5K3,93,Residential,Apartment,2012,0,1,0,0,,,"294,900"
45.3978516,-75.7413481,K1Y 2X3,85,Residential,Apartment,2012,2,2,1,1,,,"474,900"
45.396656,-75.7440303,K1Z 0A6,81,Residential,Apartment,2012,2,2,1,1,,,"460,000"
45.3901289,-75.756893,K2A 1R7,75,Residential,Apartment,2012,2,2,1,0,,,"639,000"
45.4812737,-75.507593,K1E 3W8,68,Residential,Apartment,2012,2,2,1,1,,,"499,900"
45.2733803,-75.7195509,K2J 3V2,31,Residential,Apartment,2012,2,2,1,0,,,"389,000"
45.2686607,-75.7340056,K2J 3V2,31,Residential,Stacked,2012,3,3,1,1,,,"399,000"
45.4276049,-75.6876874,K1N 0A9,97,Residential,Apartment,2011,1,1,1,1,,,"449,900"
45.4276049,-75.6876874,K1N 0A9,96,Residential,Apartment,2011,2,2,1,1,,,"524,900"
45.4276049,-75.6876874,K1N 0A9,96,Residential,Apartment,2011,1,1,1,1,,,"449,000"
45.4276049,-75.6876874,K1N 0A9,96,Residential,Apartment,2011,1,1,1,1,,,"399,000"
45.4134735,-75.6907993,K2P 0R4,94,Residential,Apartment,2011,2,1,1,1,,,"434,900"
45.442079,-75.6726669,K1M 1E4,80,Residential,Apartment,2011,2,1,0,0,,,"475,000"
45.394988,-75.7544184,K1Z 6T6,80,Residential,Apartment,2011,1,1,1,1,,,"399,000"
45.4062297,-75.7320907,K1Y 1E8,73,Residential,Apartment,2011,1,1,0,0,,,"329,900"
45.4165077,-75.7123896,K1R 0A7,67,Residential,Apartment,2011,2,2,1,1,,,"684,900"
45.3570235,-75.6370909,K1T 4B6,52,Residential,Detached,2011,6,4,4,2,,,"4,500"
45.4527528,-75.6494759,K1K 2W2,50,Residential,Stacked,2011,2,2,1,0,,,"369,000"
45.3487406,-75.7099141,K2E 0A7,18,Residential,Stacked,2011,2,2,1,0,,,"374,900"
45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2010,2,2,1,1,,,"617,500"
45.4378758,-75.6722001,K1L 0A8,80,Residential,Apartment,2010,1,1,1,1,,,"349,900"
45.3950737,-75.7542261,K1Z 5H3,80,Residential,Apartment,2010,2,2,1,1,,,"499,800"
45.3965002,-75.7119817,K1S 4E8,75,Residential,Apartment,2010,1,1,1,1,,,"375,000"
45.4411519,-75.6401773,K1K 2K6,74,Residential,Apartment,2010,3,2,1,0,,,"349,900"
45.3476967,-75.7330623,K2G 2X4,74,Residential,Apartment,2010,2,2,1,1,,,"375,000"
45.3956873,-75.7559802,K1Z 5G5,67,Residential,Apartment,2010,2,1,1,1,,,"399,900"
45.2728184,-75.7085384,K2G 4R5,37,Residential,Apartment,2010,1,2,1,0,,,"359,900"
45.271595,-75.7075266,K2G 4R3,35,Residential,Apartment,2010,2,2,1,0,,,"369,900"
45.4465274,-75.4748637,K4A 0N5,28,Residential,Stacked,2010,2,3,1,0,,,"345,000"
45.4465274,-75.4748637,K4A 0N5,28,Residential,Stacked,2010,2,3,1,0,,,"345,000"
45.4181921,-75.6993538,K1P 0A4,98,Residential,Apartment,2009,1,1,1,1,,,"399,000"
45.4181921,-75.6993538,K1N 6P6,98,Residential,Apartment,2009,2,2,1,1,,,"540,000"
45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2009,2,2,1,1,,,"875,000"
45.4099722,-75.6945135,K2P 0A5,97,Residential,Apartment,2009,2,3,2,2,,,"1,154,600"
45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,3,2,1,1,,,"900,000"
45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,1,1,1,1,,,"369,000"
45.4162921,-75.6999007,K2P 0A5,97,Residential,Apartment,2009,1,1,0,0,,,"369,900"
45.4271927,-75.6909195,K1N 0A8,96,Residential,Apartment,2009,2,3,2,2,,,"2,988,000"
45.4165446,-75.6994549,K2P 1Z9,96,Residential,Apartment,2009,2,2,1,1,,,"514,000"
45.431696,-75.676175,K1N 0A7,95,Residential,Apartment,2009,1,1,1,0,,,"387,900"
45.3805303,-75.7529516,K2A 1H4,75,Residential,Apartment,2009,1,1,1,1,,,"409,900"
45.4281122,-75.6663928,K1K 3T8,69,Residential,Apartment,2009,1,1,1,1,,,"325,000"
45.3167071,-75.5953724,K1T 0B3,45,Residential,Apartment,2009,2,1,1,0,,,"299,900"
45.4996161,-75.4794757,K4A 0S8,3,Residential,Apartment,2009,1,2,1,1,,,"450,000"
45.4996161,-75.4794757,K4A 0S8,3,Residential,Apartment,2009,1,2,1,1,,,"429,900"
45.4271927,-75.6909195,K1N 0A4,96,,Apartment,2009,1,2,2,2,,,"1,350,000"
45.2453603,-75.72133,K2J 0M2,4,Residential,Detached,2009,4,5,4,2,,,"1,049,900"
45.3730756,-75.7632449,K2A 3C3,73,Residential,Row Unit,2009,2,3,2,1,,,"699,000"
45.3745811,-75.648769,K1V 2K8,52,Residential,Stacked,2009,2,2,1,0,,,"320,000"
45.4305613,-75.6819876,K1N 5Y1,97,Residential,Apartment,2008,2,2,1,1,,,"479,000"
45.429285,-75.6855887,K1N 5Y1,97,Residential,Apartment,2008,1,1,0,0,,,"349,900"
45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2008,1,1,0,0,,,"399,900"
45.4274754,-75.6883037,K1N 5Y1,97,Residential,Apartment,2008,1,1,1,1,,,"444,900"
45.4240683,-75.6967382,K1Y 0X7,85,Residential,Apartment,2008,2,2,1,0,,,"539,900"
45.3682958,-75.7333981,K2C 4G4,44,Residential,Apartment,2008,2,2,1,1,,,"399,900"
45.4025442,-75.7256725,K1Y 1R7,89,Residential,Row Unit,2008,2,1,1,0,,,"499,990"
45.4024407,-75.7257525,K1Y 1R7,89,Residential,Stacked,2008,2,1,1,0,,,"494,500"
45.412076,-75.6912558,K2P 1A3,94,Residential,Apartment,2007,2,3,1,1,,,"989,000"
45.4169238,-75.7037088,K1N 6R4,93,Residential,Apartment,2007,2,2,1,1,,,"485,000"
45.4169238,-75.7037088,K1R 0A2,93,Residential,Apartment,2007,2,2,1,1,,,"489,000"
45.4169238,-75.7037088,K1R 0A2,93,Residential,Apartment,2007,2,2,1,1,,,"479,900"
45.4407933,-75.6632546,K1L 0A6,64,Residential,Apartment,2007,2,1,1,0,,,"299,900"
45.4238265,-75.6263825,K1J 0A2,51,Residential,Apartment,2007,1,1,1,1,,,"339,900"
45.345651,-75.6937513,K1V 1V5,20,Residential,Apartment,2007,2,2,2,2,,,"724,900"
45.345651,-75.6937513,K1V 1V5,20,Residential,Apartment,2007,2,2,2,2,,,"729,900"
45.3753509,-75.6487714,K1V 2G5,56,Residential,Stacked,2007,2,2,1,0,,,"299,900"
45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,2,2,1,1,,,"629,900"
45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,1,1,1,1,,,"384,900"
45.4290087,-75.6878022,K1N 1J8,97,Residential,Apartment,2006,1,1,1,1,,,"399,900"
45.4350851,-75.6938192,K1N 1K7,74,Residential,Apartment,2006,1,1,1,1,,,"389,900"
45.3473667,-75.7279491,K2E 1C8,68,Residential,Apartment,2006,2,2,1,1,,,"445,000"
45.3220858,-75.8918789,K2K 0A2,38,Residential,Stacked,2006,2,2,3,1,,,"349,900"
45.4294031,-75.6894949,K1N 1K9,97,Residential,Apartment,2005,0,1,0,0,,,"285,000"
45.4293706,-75.6895531,K1N 1K8,97,Residential,Apartment,2005,1,1,0,0,,,"395,000"
45.4293706,-75.6895531,K1N 1K8,97,Residential,Apartment,2005,2,2,1,1,,,"434,900"
45.4257961,-75.6940846,K1N 1K4,96,Residential,Apartment,2005,1,1,1,1,,,"625,000"
45.3975746,-75.6976697,K1R 1E2,84,Residential,Apartment,2005,3,2,2,2,,,"1,030,000"
45.3526645,-75.6681733,K1V 0X8,23,Residential,Apartment,2005,2,2,1,1,,,"495,000"
45.4296856,-75.6885901,K1N 1J6,97,Residential,Apartment,2004,1,1,0,0,,,"339,900"
45.4335699,-75.6918342,K1N 1J7,97,Residential,Apartment,2004,1,1,0,0,,,"310,000"
45.3975965,-75.7505611,K1Z 1E8,80,Residential,Apartment,2004,2,3,1,1,,,"975,000"
45.3975965,-75.7505611,K1Z 1E9,80,Residential,Apartment,2004,4,3,2,2,,,"1,149,000"
45.2849129,-76.1251743,K0A 1L0,1,Residential,Detached,2004,3,2,10,0,,,"399,900"
45.4213601,-75.6942895,K1J 1K7,75,Residential,,2004,0,,1,0,,,"15,000"
45.4298474,-75.6880158,K1N 1J6,97,Residential,Apartment,2003,1,1,1,1,,,"309,900"
45.418536,-75.6884057,K2P 2P5,97,Residential,Apartment,2003,2,2,1,1,,,"425,000"
45.4296856,-75.6885901,K1N 1J8,97,Residential,Apartment,2003,1,1,0,0,,,"296,900"
45.4296856,-75.6885901,K1N 1J6,97,Residential,Apartment,2003,1,1,0,0,,,"304,900"
45.414756,-75.6983554,K2P 2P5,97,Residential,Apartment,2003,1,1,0,0,,,"399,900"
45.4188401,-75.6886918,K2P 2P5,95,Residential,Apartment,2003,1,1,0,0,,,"325,000"
45.4136223,-75.7006529,K2P 2P5,95,Residential,Apartment,2003,1,1,0,0,,,"324,900"
45.3676114,-75.7335198,K2C 4G4,44,Residential,Apartment,2003,2,1,1,1,,,"299,900"
45.345213,-75.6943085,K1V 1V6,20,Residential,Apartment,2003,2,3,1,1,,,"749,900"
45.4185377,-75.6909355,K2P 2P3,97,Residential,Apartment,2002,1,1,1,0,,,"450,000"
45.4161954,-75.69598,K2P 2P4,97,Residential,Apartment,2002,2,2,1,1,,,"775,000"
45.4006505,-75.6941576,K1S 2J8,88,Residential,Apartment,2002,2,2,1,0,,,"850,000"
45.4350292,-75.6759165,K1N 1J2,81,Residential,Apartment,2002,2,3,2,2,,,"1,950,000"
45.4081983,-75.6776771,K1S 1B1,76,Residential,Apartment,2002,2,2,1,1,,,"549,999"
45.4063993,-75.6764264,K1S 1B1,70,Residential,Apartment,2002,2,2,1,1,,,"549,900"
45.4632454,-75.4647843,K4A 4M2,39,Residential,Detached,2002,3,3,4,2,,,"749,900"
45.4517456,-75.652084,K1K 4W1,56,Residential,Row Unit,2001,3,3,2,1,,,"674,900"
45.4622585,-75.4774556,K4A 4G2,,Residential,Detached,2000,5,4,6,2,,,"599,900"
45.4282608,-75.6953477,K1N 5P3,95,Residential,Apartment,1998,1,1,1,1,,,"399,900"
45.3416286,-75.7593404,K2G 6N1,61,Residential,Apartment,1998,2,2,1,1,,,"420,000"
45.2156716,-75.925016,K2S 1B8,1,Farm,Detached,1998,4,3,100,12,,,"1,849,000"
45.2156716,-75.925016,K2S 1B8,1,Farm,Detached,1998,4,3,100,12,,,"1,849,000"
45.4282036,-75.6951048,K1N 5P3,95,Residential,Apartment,1997,2,2,1,1,,,"499,900"
45.4461857,-75.5980888,K1J 1E2,60,Residential,Row Unit,1997,2,2,2,1,,,"510,000"
45.3531221,-75.810683,K2H 5A6,60,Residential,Apartment,1996,3,2,1,1,,,"699,900"
45.3530896,-75.6690536,K1V 0X5,38,Residential,Apartment,1994,2,2,2,2,,,"658,800"
45.452936,-75.5317943,K1C 7J9,36,Residential,Stacked,1994,2,2,2,0,,,"299,900"
45.4330885,-75.6726137,K1N 9N7,79,Residential,Stacked,1992,2,3,1,1,,,"499,900"
45.4105887,-75.6609324,K1G 5H2,34,Residential,Apartment,1991,2,2,1,1,,,"675,000"
45.4105887,-75.6609324,K1G 5H2,34,Residential,Apartment,1991,2,2,1,1,,,"519,900"
45.4105887,-75.6609324,K1G 5H2,30,Residential,Apartment,1991,2,2,1,1,,,"549,000"
45.4535773,-75.6087386,K1J 7E7,18,Residential,Detached,1991,6,6,9,3,,,"1,549,000"
45.3541995,-75.6691021,K1V 0X8,38,Residential,Row Unit,1991,3,3,4,2,,,"574,900"
45.4514115,-75.5335171,K1C 7G6,29,Residential,Row Unit,1991,3,3,2,1,,,"399,000"
45.3542378,-75.7964215,K2B 8S5,62,Residential,Apartment,1990,1,1,1,1,,,"260,000"
45.3542378,-75.7964215,K2B 8S5,62,Residential,Apartment,1990,2,2,1,1,,,"299,900"
45.3634781,-75.6334131,K1T 2R5,26,Residential,Apartment,1990,2,1,1,0,,,"240,000"
45.22646,-75.6425548,K4M 1B8,1,Residential,Detached,1990,7,5,10,3,,,"1,349,900"
45.3397303,-75.7682074,K2G 5W9,31,Residential,Row Unit,1990,3,3,2,1,,,"520,000"
45.4021017,-75.7329317,K1Y 4S3,91,Residential,Apartment,1989,1,1,0,0,,,"319,900"
45.3965617,-75.7303039,K1Y 4S3,86,Residential,Apartment,1989,1,1,0,0,,,"319,900"
45.4008531,-75.7013472,K1S 5M7,68,Residential,Apartment,1989,2,2,1,1,,,"429,900"
45.4450311,-75.6470377,K1K 4M1,61,Residential,Apartment,1989,2,1,0,0,,,"269,900"
45.3892426,-75.6492091,K1H 8P6,28,Residential,Apartment,1989,2,2,1,1,,,"299,000"
45.4493686,-75.5328963,K1C 7B5,28,Residential,Row Unit,1989,3,3,2,1,,,"399,900"
45.4283687,-75.6888678,K1N 9M2,95,Residential,Apartment,1988,2,2,1,1,,,"1,199,000"
45.4298112,-75.6929351,K1N 9M5,94,Residential,Apartment,1988,2,2,1,1,,,"3,400"
45.4003674,-75.7319648,K1Y 0Y1,92,Residential,Apartment,1988,2,2,1,1,,,"430,000"
45.3953419,-75.7293135,K1Y 4S2,91,Residential,Apartment,1988,2,2,1,0,,,"389,900"
45.4287972,-75.6680775,K1K 3V3,68,Residential,Apartment,1988,2,2,1,1,,,"450,000"
45.3806936,-75.7273666,K1Z 7Z4,57,Residential,Apartment,1988,2,1,1,0,,,"295,000"
45.4087461,-75.7330165,K1Y 4S9,49,Residential,Apartment,1988,1,1,0,0,,,"239,900"
45.3833142,-75.6857722,K1G 4X5,30,Residential,Apartment,1988,2,2,1,0,,,"485,000"
45.3892426,-75.6492091,K1H 8P6,28,Residential,Apartment,1988,2,2,1,0,,,"329,900"
45.3498532,-75.6262893,K1T 3M8,46,Residential,Detached,1988,3,3,2,1,,,"449,900"
45.3733855,-75.6193398,K1G 4Y2,33,Residential,Row Unit,1988,3,3,2,1,,,"359,900"
45.4281886,-75.6885353,K1N 9M2,97,Residential,Apartment,1987,2,2,1,1,,,"750,000"
45.4281886,-75.6885353,K1N 9M2,97,Residential,Apartment,1987,1,2,2,2,,,"949,900"
45.4258494,-75.6857901,K1N 7J1,96,Residential,Apartment,1987,2,2,1,1,,,"289,000"
45.3837884,-75.6726493,K1H 8N7,83,Residential,Apartment,1987,2,1,1,1,,,"199,900"
45.4376405,-75.6559906,K1L 8K8,75,Residential,Apartment,1987,2,2,1,1,,,"299,900"
45.3441897,-75.7252465,K2E 7X3,36,Residential,Apartment,1987,2,1,1,0,,,"259,900"
45.1950351,-75.6417347,K4M 1B3,6,Residential,Detached,1987,5,6,10,3,,,"1,990,000"
45.3738479,-75.6432395,K1V 0T4,41,Residential,Row Unit,1987,3,2,2,0,,,"264,900"
45.3434655,-75.7771124,K2G 4Z4,23,Residential,Row Unit,1987,3,2,2,1,,,"388,000"
45.3673839,-75.6372062,K1T 3C9,17,Residential,Row Unit,1987,2,2,2,1,,,"324,500"
45.3467286,-75.6656,K1T 3C2,15,Residential,Row Unit,1987,3,3,2,1,,,"315,000"
45.4283687,-75.6888678,K1N 9M2,97,Residential,Apartment,1986,2,3,2,1,,,"950,000"
45.4098421,-75.6943687,K2P 2K8,97,Residential,Apartment,1986,2,1,1,1,,,"358,000"
45.4119885,-75.6960191,K2P 2K8,97,Residential,Apartment,1986,1,1,1,1,,,"269,900"
45.4169113,-75.7007603,K2P 2K8,97,Residential,Apartment,1986,2,1,0,0,,,"379,900"
45.4178191,-75.6910851,K2P 0J1,96,Residential,Apartment,1986,1,1,1,1,,,"395,900"
45.4448909,-75.6481926,K1K 4H9,77,Residential,Apartment,1986,3,3,1,1,,,"557,500"
45.4301387,-75.673744,K1N 9L1,75,Residential,Apartment,1986,2,2,1,1,,,"569,000"
45.3750524,-75.7603559,K2A 2X5,74,Residential,Apartment,1986,2,1,1,1,,,"320,000"
